name,price,status,shipping,free_returns,items_sold
Authentic LEGO Ideas #034 Winnie the Pooh (21326) 1265 Pieces Brand New Sealed ,7000,Brand New,1499,False,
LEGO Star Wars OBI-Wan Kenobi s Jedi Starfighter 75333 Building Set (282 Pieces),2800,Brand New,0,False,
LEGO El Fuego's Stunt Cannon (30464) Hidden Side Polybag Set Brand New Sealed,899,Brand New,0,True,
LEGO City Grocery Store 60347 Building Kit (404 Pieces),5999,Brand New,0,False,
LEGO Hidden Side Graveyard Mystery 70420 Building Kit LEGOS 335 pcs,4099,Brand New,0,False,
Lego Star Wars Minifigures. YOU PICK. 100% New And Authentic Lego,99,Brand New,479,False,49
New ListingLEGO City Fire Command Unit Building Kit 60282,3999,Brand New,0,False,
New Listing*BRAND NEW*  Lego Disney Frozen Elsa's Magical Ice Palace #43172  *RETIRED*,7500,Brand New,0,False,
New ListingLEGO Harry Potter Hagrid and Buckbeak 40412 New Sealed,4495,Brand New,0,False,
New ListingLEGO Speed Champions Lamborghini Countach Building Kit - 262 Pieces ( 76908),2350,Brand New,0,False,
New ListingLEGO Star Wars 40531 Lars Family Homestead Kitchen NEW,3999,Brand New,0,False,
New ListingLEGO 40483 Star Wars Luke Skywalker Lightsaber,13999,Brand New,920,False,
New! Lego Friends Water Park (41720) 373 Pieces - Free Ship,3800,Brand New,0,False,
LEGO Star Wars General Grievous Minifigure White Armor w/Lightsabers 75040/75286,2999,Brand New,0,True,
New ListingLEGO Creator 3 in 1 Mighty Dinosaurs 31058 Building Toy Set for Kids Ages 7 Up,1032,Brand New,0,True,
New ListingLEGO Icons: Bird of Paradise (10289) Previously built,5000,Pre-Owned,2035,False,
"LEGO Creator Mighty Dinosaurs  Set, Pterodactyl, Triceratops, T Rex 31058 *NEW*",1175,Brand New,0,False,
New ListingLEGO Dimensions Portal 2 Level Pack 71203 Complete PS4 Xbox Wii U ,1995,Pre-Owned,0,False,
Lego Promo ICONIC CAVE w/ Caveman & Cavewoman Minifigures (5004936) New,1399,Brand New,0,False,
NEW LEGO DC BATMAN 1989 Batwing 76161 Displayable Building Toy - Free Shipping,17600,Brand New,0,False,
Lego The Muppets Minifigures Complete Set of 12 New Sealed With Labels 71033,6345,Brand New,0,False,147
10 NEW LEGO MINIFIG RANDOM LOT mystery figure minifigure city town space female,1999,Brand New,0,True,3232
* Lego® Dimensions Toy Tag Base Disc Complete UR Set*$6.98Minimum *Buy 3=1Free👾,99,Pre-Owned,0,False,
Lego Hidden Side Wrecked Shrimp Boat 70419 Halloween Retired New Factory Sealed,3695,Brand New,1242,False,
LEGO 40574 LEGO Brand Store,5700,Brand New,0,False,
New ListingLego Harry Potter 12 Grimmauld Place 76408 Building Kit 1083 Pcs,5300,Brand New,2505,False,
LEGO Creator Expert Gingerbread House (40337) NEW - DAMAGE BOX,4999,Brand New,0,True,
LEGO Creator 3-in-1 Parrot Tropical 30581 Butterfly*NIB*,1195,Brand New,0,False,
LEGO Speed Champions 76897: 1985 Audi Sport quattro S1 Retired Set New Sealed ￼,3654,Brand New,0,True,
Power Functions 4pcs Battery Box Train Motor IR Receiver Controlled For Lego Set,2699,Brand New,0,False,49
New LEGO 30407 Harry Potter Harry's Journey to Hogwarts Sealed Polybag,848,Brand New,0,False,
LEGO® 42123 Technic McLarena Senna and Classic 30510 90 Years of Cars Mini Set,5899,Brand New,0,True,
LEGO 10882 Add And Combine Train Tracks DUPLO Town 23 Pieces Building Kit,1799,Brand New,0,True,
LEGO - DUPLO Town Family Camping Van Adventure 10946,2799,Brand New,599,False,
Lego 76403 Harry Potter The Ministry Of Magic 990 pcs New Without Box,5000,Pre-Owned,1930,False,
LEGO - 1x1 Square Tiles - PICK YOUR COLORS Smooth Finishing Flat Mosaic Bulk Lot,99,Pre-Owned,495,True,
New ListingLEGO Harry Potter: Hogwarts Magical Trunk (76399),2220,Brand New,820,False,
LEGO® Minecraft™ The Nether Bastion 21185 [New Toy] Brick,3786,Brand New,0,True,
New ListingLEGO Star Wars Clone Wars 501st Legion Clone Troopers (75280) Brand New,2999,Brand New,0,False,
LEGO 30416  Friends  Market Stall  54 pcs  NEW/SEALED,449,Brand New,425,False,
New ListingLEGO Duplo Disney Pixar TOY STORY Train # 10894 NEW Sealed RETIRED Free Ship !,3499,Brand New,0,False,
LEGO Seasonal: Christmas Tree (40338),6998,Brand New,0,True,
LEGO Ideas 21318 Tree House 3036 Pieces,17999,Brand New,0,False,
LEGO - 31129 - Creator Majestic Tiger - 673419355650,4000,Brand New,0,True,
"New ListingLEGO Creator 40518 High Speed Train, 284 pcs, New in  original box",2699,Brand New,0,False,
New ListingLEGO Star Wars: Snowtrooper Battle Pack (75320),1999,Brand New,0,False,
New ListingNew Sealed LEGO 40532 Vintage Taxi ,3999,Brand New,0,False,
New ListingLEGO Star Wars Clone Wars 501st Legion Clone Troopers (75280) Brand New,2999,Brand New,0,False,
New ListingRETIRED Speed Champions 75895 LEGO 1974 Porsche 911 Turbo 3.0 FACTORY SEALED Set,2997,Brand New,695,False,
LEGO Hidden Side Polybag (#792005) Joey the Possessed Biker,1297,Brand New,350,True,
Shop on eBay,2000,Brand New,,False,
LEGO NINJAGO The Crystal King Temple 71771 Building Set,5799,Brand New,0,True,
LEGO Hidden Side Polybag (#792005) Joey the Possessed Biker,1297,Brand New,350,True,
Power Functions 4pcs Battery Box Train Motor IR Receiver Controlled For Lego Set,2699,Brand New,0,False,49
"LEGO Minecraft The Abandoned Mine 21166 Building Kit Playset 248pcs Jan.1,2021 ",2619,Brand New,0,False,
"LEGO Creator Mighty Dinosaurs  Set, Pterodactyl, Triceratops, T Rex 31058 *NEW*",1175,Brand New,0,False,
Lego 75981 Harrry Potter Advent Calendar 2020 New Sealed 335pcs Yule Ball,1999,Brand New,1322,True,
New! Lego Friends Water Park (41720) 373 Pieces - Free Ship,3800,Brand New,0,False,
New ListingLego Harry Potter: Sirius Black's Escape  #4753 New Factory Sealed Damaged Box,1150,Brand New,1020,False,
New ListingLEGO Dimensions Portal 2 Level Pack 71203 Complete PS4 Xbox Wii U ,1995,Pre-Owned,0,False,
Lego Promo ICONIC CAVE w/ Caveman & Cavewoman Minifigures (5004936) New,1399,Brand New,0,False,
New LEGO 30407 Harry Potter Harry's Journey to Hogwarts Sealed Polybag,848,Brand New,0,False,
New ListingNew LEGO Architecture Great Pyramid of Giza Set # 21058 with 1476 Pieces,99,New (Other),2546,False,
Lego The Muppets Minifigures Complete Set of 12 New Sealed With Labels 71033,6345,Brand New,0,False,147
LEGO Minifigure Series 20 Collectible(71027) Blind Bags Pack of 5 Factory Sealed,3499,Brand New,0,True,
LEGO Flower Bouquet 10280; A Unique Flower Bouquet and Creative,4850,Brand New,0,False,
LEGO  Santa's Sleigh 40499 Christmas BRAND NEW 📦-Trusted Lego Seller!!,4995,Brand New,1000,False,
