name,price,status,shipping,free_returns,items_sold
"CELSIUS Essential Energy Drink, Sparkling Strawberry Guava 12 Fl Oz (Pack of 12)",3799,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Pack of 24)",8599,Brand New,0,False,
Shop on eBay,2000,Brand New,,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 24)",7399,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Pack of 24)",8599,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Tropical Vibe (Pack of 12)",3499,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Tropical Vibe (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 12)",3181,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Wild Berry (Pack of 12)",3127,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Grape Rush Pack of 12,2989,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Grape Rush Pack of 12",3000,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Lemonade Pack12...",3670,Brand New,0,False,
Celsius Sparkling Kiwi Guava Energy Drink - 12 fl oz Can,224,Brand New,998,False,
Celsius Heat Proven Performance Energy Powder Stick 14 Packs ICE Exp 7/23+,1700,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",3381,Brand New,0,False,
celsius heat energy drink,2000,Brand New,825,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 12)",3899,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 24)",6799,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Peach Mango Green Tea Pack of 4,2111,Brand New,0,True,
"CELSIUS Essential Energy Drink , Sparkling Grape Rush , 12 Fl Oz (Pack of 24)",5798,Brand New,0,False,
Zevia Energy Drink Zero Sugar 12oz Cans 12-Pack (Variety of Flavors),3299,Brand New,599,False,
"CEL SIUS Essential Energy Drink, 12 Fl Oz, Official Variety Pack (Pack of 12)",2505,Brand New,0,False,
CELSIUS HEAT Blueberry Pomegranate Performance Energy Drink Zero Sugar 16oz. ...,4462,Brand New,0,True,
"CELSIUS Essential Energy Drink, What's Your Vibe Variety Pack 12Fl Oz Pack of 12",4946,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Peach Vibe Pack of 12,3645,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 24)",6343,Brand New,0,False,
"CELSIUS Raspberry Acai Green Tea Non-Carbonated Fitness Drink, Zero Sugar, 12 PK",2100,Brand New,0,True,
"CELSIUS Fitness Energy Drink 12 Fl Oz, Sparkling Wild Berry (Pack of 12)",3949,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Tropical Vibe (Pack of 12)",1999,Brand New,5770,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Arctic Vibe Sparkling Frozen Berry 12Co",3099,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Watermelon Pack of 12,3089,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Mango Passionfruit (Pack of 1",3799,Brand New,0,False,
"CELSIUS Essential Energy Drink, Raspberry Acai Green Tea ,12 Fl Oz(Pack of 24)",6999,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Lemonade (Pack of ",3799,Brand New,0,False,
"CELSIUS Essential Energy Drink, Sparkling Wild Berry, 12 Fl Oz (Pack of 12)",3699,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Grape Rush Pack of 12 NEW SALE,3735,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 4)",2299,Brand New,0,False,
"CELSIUS HEAT Cherry Lime Performance Energy Drink, Zero Sugar, 16oz. Can 12 PK",2400,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Pack of 12)",3382,Brand New,0,True,
"CELSIUS Fitness Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",4109,Brand New,0,True,
Essential Energy Drink 12 Fl Oz Sparkling Orange Pack of 12 Top Quality FREESHIP,3097,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 24)",8499,Brand New,0,False,
"CELSIUS Essential Energy Drink, Sparkling Grape Rush 12 Fl Oz (Pack of 4)",2799,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea",3699,Brand New,0,True,
Celsius HEAT Pre Workout Fat Burning Energy Drink 16 oz (12 Cans) - 7 Flavors ,3899,Brand New,0,True,
"CELSIUS Essential Energy Drink, 12 Fl Oz, Official Variety Pack (Pack of 12)",4999,Brand New,0,False,
"CELSIUS HEAT Orangesicle Performance Energy Drink, Zero Sugar, 16oz. Can 12 PK",2400,Brand New,0,True,
"Essential Energy Drink, 12 Fl Oz, Official Variety Pack (Pack of 12)",5127,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Peach Vibe (Pack of 12)",3421,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Arctic Vibe Sparkling Frozen Berry Ed...,3272,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",3451,Brand New,0,False,
"CELSIUS HEAT Inferno Punch Performance Energy Drink, 16oz. Can (Pack of 24)",6799,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 4)",1799,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Cola Pack of 12,3590,Brand New,0,False,
4x CELSIUS HEAT On-the-Go Energy Powder Stick Packets Watermelon Ice 14 CT Each,6995,Brand New,955,False,
